Cod;Finca;Ano;Año;FA;Semana;PPI;pH;Al;CE;MO;Cas;Mgs;Ks;Nas;Ps;Zns;Fes;Mns;Cus;Bs;Ss;CICE;CaMg;CaK;CaNa;CaP;CaZn;CaHie;CaMn;CaCu;CaB;CaS;MgK;MgNa;MgP;MgZn;MgFe;MgMn;MgCu;MgB;MgS;Kna;KP;KZn;Kfe;KMn;Kcu;KB;KS;PZn;Pfe;PMn;Pcu;PB;PS;Znfe;ZnMn;Zncu;ZnB;ZnS;FeMn;Fecu;FeB;FeS;MnCu;MnB;MnS;CuB;CuS;BS;Pcai;Pmgi;Pki;Pnai;CaMgK;Nf;Pf;Kf;Caf;Mgf;Sf;Mnf;Fef;Znf;Cuf;Bf;Naf;NPf;NKf;NCaf;NMgf;NSf;NMnf;NFef;NZnf;NCuf;NBf;NNaf;PKf;PCaf;PMgf;PSf;PMnf;PFef;PZnf;PCuf;PBf;PNaf;KCaf;KMgf;KSf;KMnf;KFef;KZnf;KCuf;KBf;KNaf;CaMgf;CaSf;CaMnf;CaFef;CaZnf;CaCuf;CaBf;CaNaf;MgSf;MgMnf;MgFef;MgZnf;MgCuf;MgBf;MgNaf;SMnf;SFef;SZnf;SCuf;SBf;SNaf;MnFef;MnZnf;MnCuf;MnBf;MnNaf;FeZnf;FeCuf;FeBf;FeNaf;ZnCuf;ZnBf;ZnNaf;CuBf;CuNaf;BNaf;HT;HJLI;HMJE;PPM;TMIN;TMAX;Da;Microp;Macrop;Ar;A
Ma11.38;Manuel;2011;Año1;Ma11;38;1,38;5,11;0,25;0,47;13,8;5,62;1,74;0,42;0,14;91,71;6,89;398,85;42,57;36,15;0,03;39,68;7,92;3,23;13,38;40,14;0,06;0,82;0,01;0,13;0,16;187,33;0,14;4,14;12,43;0,02;0,25;0;0,04;0,05;58;0,04;3;0;0,06;0;0,01;0,01;14;0,01;13,31;0,23;2,15;2,54;3057;2,31;0,02;0,16;0,19;229,67;0,17;9,37;11,03;13295;10,05;1,18;1419;1,07;1205;0,91;0;70,96;21,97;5,3;1,77;17,52;26,5;1,9;37,12;9,06;2,46;2,06;498,14;160,39;47,88;8,78;18,31;54,91;13,96;0,71;2,92;10,78;12,83;0,05;0,17;0,55;3,02;1,45;0,48;0,05;0,21;0,77;0,92;0;0,01;0,04;0,22;0,1;0,03;4,1;15,1;17,98;0,07;0,23;0,78;4,23;2,03;0,68;3,69;4,39;0,02;0,06;0,19;1,03;0,5;0,17;1,19;0;0,02;0,05;0,28;0,13;0,04;0;0,01;0,04;0,24;0,11;0,04;3,11;10,4;56,76;27,21;9,07;3,35;18,28;8,76;2,92;5,46;2,62;0,87;0,48;0,16;0,33;13,6;8,8;9,8;84,5;21,9;34,7;1,08;8,9;16,5;27,22;69,18
Ma11.39;Manuel;2011;Año1;Ma11;39;2,68;5,8;0,05;0,38;15,53;7,96;2,12;0,32;0,13;102,53;4,54;363,31;48,78;48,46;0,07;23,17;10,53;3,75;24,88;61,23;0,08;1,75;0,02;0,16;0,16;113,71;0,34;6,63;16,31;0,02;0,47;0,01;0,04;0,04;30,29;0,09;2,46;0;0,07;0;0,01;0,01;4,57;0,01;22,58;0,28;2,1;2,12;1464,71;4,43;0,01;0,09;0,09;64,86;0,2;7,45;7,5;5190,14;15,68;1,01;696,86;2,11;692,29;2,09;0;75,59;20,13;3,04;1,23;31,5;24,1;1,71;33,06;8,97;2,56;1,89;419,45;143,92;54,65;5,58;16,37;36,48;14,07;0,73;2,69;9,41;12,78;0,06;0,17;0,44;4,32;1,47;0,66;0,05;0,19;0,67;0,91;0;0,01;0,03;0,31;0,1;0,05;3,69;12,9;17,52;0,08;0,23;0,6;5,92;2,02;0,91;3,5;4,75;0,02;0,06;0,16;1,61;0,55;0,25;1,36;0,01;0,02;0,05;0,46;0,16;0,07;0;0,01;0,03;0,34;0,12;0,05;2,91;7,68;75,11;25,62;11,5;2,63;25,77;8,79;3,95;9,79;3,34;1,5;0,34;0,15;0,45;13,8;9;10;135,7;21,7;34;1,08;10;14,2;27,22;69,18
Ma11.40;Manuel;2011;Año1;Ma11;40;2;5,26;0,07;0,78;20,7;6,76;1,44;0,58;0,12;49,89;5,24;413,34;40,69;3,55;0,09;28,52;8,9;4,69;11,66;56,33;0,14;1,29;0,02;0,17;1,9;75,11;0,24;2,48;12;0,03;0,27;0;0,04;0,41;16;0,05;4,83;0,01;0,11;0;0,01;0,16;6,44;0,02;9,52;0,12;1,23;14,05;554,33;1,75;0,01;0,13;1,48;58,22;0,18;10,16;116,43;4592,67;14,49;11,46;452,11;1,43;39,44;0,12;0;75,96;16,18;6,52;1,35;14,14;27,3;1,81;38,13;9,13;2,4;2,08;369,99;141,11;38,78;5,58;17,19;53;15,12;0,72;2,99;11,39;13,13;0,07;0,19;0,7;4,89;1,59;0,52;0,05;0,2;0,75;0,87;0;0,01;0,05;0,32;0,11;0,03;4,17;15,91;18,33;0,1;0,27;0,98;6,83;2,22;0,72;3,81;4,39;0,02;0,06;0,24;1,64;0,53;0,17;1,15;0,01;0,02;0,06;0,43;0,14;0,05;0,01;0,01;0,05;0,37;0,12;0,04;2,62;9,54;66,3;21,53;6,98;3,64;25,29;8,21;2,66;6,95;2,26;0,73;0,32;0,11;0,32;14;9,2;10,2;37;22,6;34,3;1,08;9,3;17,6;27,22;69,18
Ma11.41;Manuel;2011;Año1;Ma11;41;2,1;5,18;0,22;0,28;17,6;5,3;1,46;0,55;0,09;46,62;3,06;425,58;31,84;7,78;0,03;11,35;7,4;3,63;9,64;58,89;0,11;1,73;0,01;0,17;0,68;176,67;0,47;2,65;16,22;0,03;0,48;0;0,05;0,19;48,67;0,13;6,11;0,01;0,18;0;0,02;0,07;18,33;0,05;15,24;0,11;1,46;5,99;1554;4,11;0,01;0,1;0,39;102;0,27;13,37;54,7;14186;37,5;4,09;1061,33;2,81;259,33;0,69;0;71,62;19,73;7,43;1,22;12,29;28,3;1,77;40,13;8,4;2,21;2,06;393,45;144,15;46,46;5,64;15,43;46,14;15,99;0,71;3,37;12,79;13,76;0,07;0,2;0,61;5,02;1,83;0,61;0,04;0,21;0,8;0,86;0;0,01;0,04;0,31;0,11;0,04;4,78;18,14;19,52;0,1;0,28;0,86;7,12;2,6;0,87;3,79;4,08;0,02;0,06;0,18;1,49;0,54;0,18;1,08;0,01;0,02;0,05;0,39;0,14;0,05;0,01;0,01;0,04;0,36;0,13;0,04;2,73;8,47;69,81;25,5;8,53;3,1;25,58;9,34;3,12;8,24;3,01;1,01;0,37;0,12;0,33;14;9,6;10,6;10;22,9;34,1;1,08;12,3;20,5;27,22;69,18
Ma11.42;Manuel;2011;Año1;Ma11;42;2,16;5,57;0,07;0,8;17,94;8,12;2,14;0,42;0,18;65,22;5,63;413,89;60,89;15,8;0,09;50,81;10,86;3,79;19,33;45,11;0,12;1,44;0,02;0,13;0,51;90,22;0,16;5,1;11,89;0,03;0,38;0,01;0,04;0,14;23,78;0,04;2,33;0,01;0,07;0;0,01;0,03;4,67;0,01;11,58;0,16;1,07;4,13;724,67;1,28;0,01;0,09;0,36;62,56;0,11;6,8;26,2;4598,78;8,15;3,85;676,56;1,2;175,56;0,31;0;74,77;19,71;3,87;1,66;24,43;29,9;1,89;39,61;9,52;2,75;2,15;378,93;208,17;45,42;6,09;19,02;65,07;15,79;0,75;3,14;10,86;13,89;0,08;0,14;0,66;4,91;1,57;0,46;0,05;0,2;0,69;0,88;0;0,01;0,04;0,31;0,1;0,03;4,16;14,38;18,4;0,1;0,19;0,87;6,5;2,08;0,61;3,46;4,42;0,03;0,05;0,21;1,56;0,5;0,15;1,28;0,01;0,01;0,06;0,45;0,14;0,04;0,01;0,01;0,05;0,35;0,11;0,03;1,82;8,34;62,18;19,92;5,82;4,58;34,16;10,94;3,2;7,45;2,39;0,7;0,32;0,09;0,29;14;9,2;10,2;4;22,8;34,6;1,08;8,9;13,1;27,22;69,18
Ma11.43;Manuel;2011;Año1;Ma11;43;2,68;5,23;0,12;0,55;14,15;5,9;1,7;0,27;0,16;38,11;5,55;365,36;40,67;7,34;0,06;33,94;8,03;3,47;21,85;36,88;0,15;1,06;0,02;0,15;0,8;98,33;0,17;6,3;10,63;0,04;0,31;0;0,04;0,23;28,33;0,05;1,69;0,01;0,05;0;0,01;0,04;4,5;0,01;6,87;0,1;0,94;5,19;635,17;1,12;0,02;0,14;0,76;92,5;0,16;8,98;49,78;6089,33;10,76;5,54;677,83;1,2;122,33;0,22;0;73,47;21,17;3,36;1,99;28,15;32,5;1,99;41,52;11,77;3,25;2,32;497,27;323,16;41,31;6,69;19,64;61,37;16,35;0,78;2,76;10;13,99;0,07;0,1;0,79;4,85;1,66;0,53;0,05;0,17;0,61;0,86;0;0,01;0,05;0,3;0,1;0,03;3,53;12,77;17,87;0,08;0,13;1,01;6,2;2,11;0,68;3,62;5,06;0,02;0,04;0,28;1,76;0,6;0,19;1,4;0,01;0,01;0,08;0,49;0,17;0,05;0;0,01;0,06;0,35;0,12;0,04;1,54;12,04;74,28;25,33;8,1;7,82;48,27;16,46;5,27;6,17;2,1;0,67;0,34;0,11;0,32;14,4;9,4;10,4;186;21,5;34,3;1,08;6,6;15,9;27,22;69,18
Ma11.44;Manuel;2011;Año1;Ma11;44;2,2;5,48;0,1;0,57;15,87;7,22;2,02;0,21;0,13;45,41;5,46;386,9;63,74;14,3;0,07;33,17;9,58;3,57;34,38;55,54;0,16;1,32;0,02;0,11;0,5;103,14;0,22;9,62;15,54;0,04;0,37;0,01;0,03;0,14;28,86;0,06;1,62;0;0,04;0;0;0,01;3;0,01;8,32;0,12;0,71;3,18;648,71;1,37;0,01;0,09;0,38;78;0,16;6,07;27,06;5527,14;11,66;4,46;910,57;1,92;204,29;0,43;0;75,37;21,09;2,19;1,36;44;27,9;1,94;39,78;8,3;2,96;2,13;363,27;143,99;34,69;6,8;16,9;59,98;14,37;0,7;3,36;9,42;13,12;0,08;0,19;0,8;4,11;1,65;0,47;0,05;0,23;0,66;0,91;0,01;0,01;0,06;0,29;0,11;0,03;4,79;13,43;18,7;0,11;0,28;1,15;5,85;2,35;0,66;2,8;3,9;0,02;0,06;0,24;1,22;0,49;0,14;1,39;0,01;0,02;0,09;0,44;0,18;0,05;0,01;0,01;0,06;0,31;0,13;0,04;2,52;10,47;53,46;21,49;6,06;4,15;21,19;8,52;2,4;5,1;2,05;0,58;0,4;0,11;0,28;14,2;10,2;11,2;132;22,6;34,3;1,08;12,3;14,3;27,22;69,18
Ma11.45;Manuel;2011;Año1;Ma11;45;2,34;5,8;0,07;0,79;15,53;9,42;2,92;0,17;0,15;29,05;5,5;354,45;70,63;20,23;0,05;60,04;12,66;3,23;55,41;62,8;0,32;1,71;0,03;0,13;0,47;188,4;0,16;17,18;19,47;0,1;0,53;0,01;0,04;0,14;58,4;0,05;1,13;0,01;0,03;0;0;0,01;3,4;0;5,28;0,08;0,41;1,44;581;0,48;0,02;0,08;0,27;110;0,09;5,02;17,52;7089;5,9;3,49;1412,6;1,18;404,6;0,34;0;74,41;23,06;1,34;1,18;72,59;30,8;1,96;43,79;13,46;2,64;2,21;335,08;268,69;54,91;7,17;20,85;78,83;15,72;0,7;2,29;11,68;13,95;0,09;0,11;0,56;4,3;1,48;0,39;0,04;0,15;0,74;0,89;0,01;0,01;0,04;0,27;0,09;0,02;3,25;16,61;19,84;0,13;0,16;0,8;6,11;2,1;0,56;5,1;6,1;0,04;0,05;0,25;1,88;0,65;0,17;1,19;0,01;0,01;0,05;0,37;0,13;0,03;0,01;0,01;0,04;0,31;0,11;0,03;1,25;6,1;46,75;16,07;4,25;4,89;37,49;12,89;3,41;7,66;2,63;0,7;0,34;0,09;0,26;0;0;1;46;21,5;33,6;1,08;12;18,8;27,22;69,18
Ma11.46;Manuel;2011;Año1;Ma11;46;2,24;5,57;0,07;0,8;17,94;8,12;2,14;0,42;0,18;65,22;5,63;413,89;60,89;15,8;0,09;50,81;10,86;3,79;19,33;45,11;0,12;1,44;0,02;0,13;0,51;90,22;0,16;5,1;11,89;0,03;0,38;0,01;0,04;0,14;23,78;0,04;2,33;0,01;0,07;0;0,01;0,03;4,67;0,01;11,58;0,16;1,07;4,13;724,67;1,28;0,01;0,09;0,36;62,56;0,11;6,8;26,2;4598,78;8,15;3,85;676,56;1,2;175,56;0,31;0;74,77;19,71;3,87;1,66;24,43;29,9;1,89;39,61;9,52;2,75;2,15;378,93;208,17;45,42;6,09;19,02;65,07;15,79;0,75;3,14;10,86;13,89;0,08;0,14;0,66;4,91;1,57;0,46;0,05;0,2;0,69;0,88;0;0,01;0,04;0,31;0,1;0,03;4,16;14,38;18,4;0,1;0,19;0,87;6,5;2,08;0,61;3,46;4,42;0,03;0,05;0,21;1,56;0,5;0,15;1,28;0,01;0,01;0,06;0,45;0,14;0,04;0,01;0,01;0,05;0,35;0,11;0,03;1,82;8,34;62,18;19,92;5,82;4,58;34,16;10,94;3,2;7,45;2,39;0,7;0,32;0,09;0,29;14,4;9,6;10,6;23;21,8;33,8;1,08;10,2;14,8;27,22;69,18
Ma11.47;Manuel;2011;Año1;Ma11;47;2,54;5,23;0,12;0,55;14,15;5,9;1,7;0,27;0,16;38,11;5,55;365,36;40,67;7,34;0,06;33,94;8,03;3,47;21,85;36,88;0,15;1,06;0,02;0,15;0,8;98,33;0,17;6,3;10,63;0,04;0,31;0;0,04;0,23;28,33;0,05;1,69;0,01;0,05;0;0,01;0,04;4,5;0,01;6,87;0,1;0,94;5,19;635,17;1,12;0,02;0,14;0,76;92,5;0,16;8,98;49,78;6089,33;10,76;5,54;677,83;1,2;122,33;0,22;0;73,47;21,17;3,36;1,99;28,15;32,5;1,99;41,52;11,77;3,25;2,32;497,27;323,16;41,31;6,69;19,64;61,37;16,35;0,78;2,76;10;13,99;0,07;0,1;0,79;4,85;1,66;0,53;0,05;0,17;0,61;0,86;0;0,01;0,05;0,3;0,1;0,03;3,53;12,77;17,87;0,08;0,13;1,01;6,2;2,11;0,68;3,62;5,06;0,02;0,04;0,28;1,76;0,6;0,19;1,4;0,01;0,01;0,08;0,49;0,17;0,05;0;0,01;0,06;0,35;0,12;0,04;1,54;12,04;74,28;25,33;8,1;7,82;48,27;16,46;5,27;6,17;2,1;0,67;0,34;0,11;0,32;14,2;9,4;10,4;0;21,4;34,7;1,08;6,6;16,2;27,22;69,18
Ma11.48;Manuel;2011;Año1;Ma11;48;2,65;4,83;0,42;0,75;17,25;5,22;1,46;0,48;0,1;58,11;5,82;344,87;46,34;45,46;0,04;52,06;7,26;3,58;10,88;52,2;0,09;0,9;0,02;0,11;0,11;130,5;0,1;3,04;14,6;0,03;0,25;0;0,03;0,03;36,5;0,03;4,8;0,01;0,08;0;0,01;0,01;12;0,01;9,98;0,17;1,25;1,28;1452,75;1,12;0,02;0,13;0,13;145,5;0,11;7,44;7,59;8621,75;6,62;1,02;1158,5;0,89;1136,5;0,87;0;71,9;20,11;6,61;1,38;13,92;32,2;2,13;41,28;10,64;3,35;2,42;496,47;329,91;46,75;7,2;18,46;53,61;15,1;0,78;3,03;9,63;13,29;0,06;0,1;0,69;4,47;1,74;0,6;0,05;0,2;0,64;0,88;0;0,01;0,05;0,3;0,12;0,04;3,88;12,34;17,04;0,08;0,13;0,88;5,73;2,24;0,77;3,18;4,39;0,02;0,03;0,23;1,48;0,58;0,2;1,38;0,01;0,01;0,07;0,46;0,18;0,06;0;0,01;0,05;0,34;0,13;0,05;1,5;10,62;68,96;26,89;9,26;7,06;45,83;17,87;6,15;6,49;2,53;0,87;0,39;0,13;0,34;13,6;9;10;51;22,1;36,5;1,08;6,5;15;27,22;69,18
Ma11.49;Manuel;2011;Año1;Ma11;49;1,84;5,25;0,2;0,42;10,01;3,36;1,04;0,4;0,09;36,17;2,64;350,42;27,86;6,17;0,03;28,63;4,89;3,23;8,4;37,33;0,09;1,27;0,01;0,12;0,54;112;0,12;2,6;11,56;0,03;0,39;0;0,04;0,17;34,67;0,04;4,44;0,01;0,15;0;0,01;0,06;13,33;0,01;13,7;0,1;1,3;5,86;1205,67;1,26;0,01;0,09;0,43;88;0,09;12,58;56,79;11680,67;12,24;4,52;928,67;0,97;205,67;0,22;0;68,71;21,27;8,18;1,84;11;27,4;1,71;40,27;9,59;2,26;2,01;327,52;147,94;29,54;6,55;16,88;61,27;16,05;0,68;2,86;12,13;13,65;0,08;0,19;0,93;4,18;1,62;0,45;0,04;0,18;0,76;0,85;0,01;0,01;0,06;0,26;0,1;0,03;4,2;17,82;20,06;0,12;0,27;1,36;6,15;2,39;0,66;4,25;4,78;0,03;0,06;0,32;1,47;0,57;0,16;1,13;0,01;0,02;0,08;0,35;0,13;0,04;0,01;0,01;0,07;0,31;0,12;0,03;2,21;11,09;50,02;19,4;5,35;5,01;22,59;8,76;2,41;4,51;1,75;0,48;0,39;0,11;0,28;13,6;9;10;5;22,1;36,3;1,08;6,9;20,4;27,22;69,18
Ma11.50;Manuel;2011;Año1;Ma11;50;1,98;5,57;0,07;0,8;17,94;8,12;2,14;0,42;0,18;65,22;5,63;413,89;60,89;15,8;0,09;50,81;10,86;3,79;19,33;45,11;0,12;1,44;0,02;0,13;0,51;90,22;0,16;5,1;11,89;0,03;0,38;0,01;0,04;0,14;23,78;0,04;2,33;0,01;0,07;0;0,01;0,03;4,67;0,01;11,58;0,16;1,07;4,13;724,67;1,28;0,01;0,09;0,36;62,56;0,11;6,8;26,2;4598,78;8,15;3,85;676,56;1,2;175,56;0,31;0;74,77;19,71;3,87;1,66;24,43;29,9;1,89;39,61;9,52;2,75;2,15;378,93;208,17;45,42;6,09;19,02;65,07;15,79;0,75;3,14;10,86;13,89;0,08;0,14;0,66;4,91;1,57;0,46;0,05;0,2;0,69;0,88;0;0,01;0,04;0,31;0,1;0,03;4,16;14,38;18,4;0,1;0,19;0,87;6,5;2,08;0,61;3,46;4,42;0,03;0,05;0,21;1,56;0,5;0,15;1,28;0,01;0,01;0,06;0,45;0,14;0,04;0,01;0,01;0,05;0,35;0,11;0,03;1,82;8,34;62,18;19,92;5,82;4,58;34,16;10,94;3,2;7,45;2,39;0,7;0,32;0,09;0,29;13,8;9,4;10,4;0;22,1;36,3;1,08;9;13,3;27,22;69,18
Ma11.51;Manuel;2011;Año1;Ma11;51;2,22;5,35;0,1;1,38;27,26;6;1,24;0,88;0,66;60,22;9,51;342,97;47,12;2,54;0,17;22,22;8,78;4,84;6,82;9,09;0,1;0,63;0,02;0,13;2,36;35,29;0,27;1,41;1,88;0,02;0,13;0;0,03;0,49;7,29;0,06;1,33;0,01;0,09;0;0,02;0,35;5,18;0,04;6,33;0,18;1,28;23,71;354,24;2,71;0,03;0,2;3,74;55,94;0,43;7,28;135,03;2017,47;15,44;18,55;277,18;2,12;14,94;0,11;0,01;68,34;14,12;10,02;7,52;8,23;31,1;1,8;39,26;9,86;2,66;2,45;278,24;120,2;22,6;9,85;18,28;229,66;17,28;0,79;3,15;11,69;12,69;0,11;0,26;1,38;3,16;1,7;0,14;0,05;0,18;0,68;0,73;0,01;0,01;0,08;0,18;0,1;0,01;3,98;14,76;16,02;0,14;0,33;1,74;3,99;2,15;0,17;3,71;4,02;0,04;0,08;0,44;1;0,54;0,04;1,09;0,01;0,02;0,12;0,27;0,15;0,01;0,01;0,02;0,11;0,25;0,13;0,01;2,31;12,31;28,25;15,22;1,21;5,32;12,2;6,58;0,52;2,29;1,24;0,1;0,54;0,04;0,08;13,8;9;10;21;23;35,9;1,08;8,9;16,5;27,22;69,18
Ma11.52;Manuel;2011;Año1;Ma11;52;2,38;5,11;0,25;0,47;13,8;5,62;1,74;0,42;0,14;91,71;6,89;398,85;42,57;36,15;0,03;39,68;7,92;3,23;13,38;40,14;0,06;0,82;0,01;0,13;0,16;187,33;0,14;4,14;12,43;0,02;0,25;0;0,04;0,05;58;0,04;3;0;0,06;0;0,01;0,01;14;0,01;13,31;0,23;2,15;2,54;3057;2,31;0,02;0,16;0,19;229,67;0,17;9,37;11,03;13295;10,05;1,18;1419;1,07;1205;0,91;0;70,96;21,97;5,3;1,77;17,52;26,5;1,9;37,12;9,06;2,46;2,06;498,14;160,39;47,88;8,78;18,31;54,91;13,96;0,71;2,92;10,78;12,83;0,05;0,17;0,55;3,02;1,45;0,48;0,05;0,21;0,77;0,92;0;0,01;0,04;0,22;0,1;0,03;4,1;15,1;17,98;0,07;0,23;0,78;4,23;2,03;0,68;3,69;4,39;0,02;0,06;0,19;1,03;0,5;0,17;1,19;0;0,02;0,05;0,28;0,13;0,04;0;0,01;0,04;0,24;0,11;0,04;3,11;10,4;56,76;27,21;9,07;3,35;18,28;8,76;2,92;5,46;2,62;0,87;0,48;0,16;0,33;13,6;8,6;9,6;43;22,9;35,9;1,08;10;14,2;27,22;69,18
Ov11.1;Ovidio;2011;Año1;Ov11;1;3,1;6,54;0;0,32;20,7;12,78;3,4;0,26;0,13;43,16;2,07;344,3;68,24;61,28;0,06;6,72;16,57;3,76;49,15;98,31;0,3;6,17;0,04;0,19;0,21;213;1,9;13,08;26,15;0,08;1,64;0,01;0,05;0,06;56,67;0,51;2;0,01;0,13;0;0;0;4,33;0,04;20,85;0,13;0,63;0,7;719,33;6,42;0,01;0,03;0,03;34,5;0,31;5,05;5,62;5738,33;51,24;1,11;1137,33;10,15;1021,33;9,12;0,01;77,13;20,52;1,57;0,78;62,23;25,9;1,88;39,66;6,53;2,81;2,08;395,83;80,81;16,34;8,78;12,3;136,46;13,78;0,65;3,97;9,22;12,45;0,07;0,32;1,59;2,95;2,11;0,19;0,05;0,29;0,67;0,9;0;0,02;0,12;0,21;0,15;0,01;6,07;14,11;19,07;0,1;0,49;2,43;4,52;3,22;0,29;2,32;3,14;0,02;0,08;0,4;0,74;0,53;0,05;1,35;0,01;0,03;0,17;0,32;0,23;0,02;0,01;0,03;0,13;0,24;0,17;0,02;4,9;24,22;45,08;32,18;2,9;4,95;9,2;6,57;0,59;1,86;1,33;0,12;0,71;0,06;0,09;13,4;8,2;9,2;53,5;22,1;36,5;1,25;18,6;14,2;37,66;15,44
Ov11.2;Ovidio;2011;Año1;Ov11;2;3,5;6,58;0;0,25;22,43;10,96;3,44;0,18;0,13;27,63;1,9;343,11;73,39;55;0,05;6,76;14,71;3,19;60,89;84,31;0,4;5,77;0,03;0,15;0,2;219,2;1,62;19,11;26,46;0,12;1,81;0,01;0,05;0,06;68,8;0,51;1,38;0,01;0,09;0;0;0;3,6;0,03;14,54;0,08;0,38;0,5;552,6;4,09;0,01;0,03;0,03;38;0,28;4,68;6,24;6862,2;50,76;1,33;1467,8;10,86;1100;8,14;0,01;74,51;23,39;1,22;0,88;80;27,6;1,75;39,75;6,65;2,55;1,91;357,51;73,71;17,19;8,03;12,51;103,37;15,77;0,69;4,15;10,82;14,45;0,08;0,37;1,61;3,44;2,21;0,27;0,04;0,26;0,69;0,92;0;0,02;0,1;0,22;0,14;0,02;5,98;15,59;20,81;0,11;0,54;2,31;4,95;3,18;0,38;2,61;3,48;0,02;0,09;0,39;0,83;0,53;0,06;1,34;0,01;0,03;0,15;0,32;0,2;0,02;0,01;0,03;0,11;0,24;0,15;0,02;4,85;20,8;44,52;28,58;3,46;4,29;9,18;5,89;0,71;2,14;1,37;0,17;0,64;0,08;0,12;14;9;10;28,8;22,1;36,3;1,25;15;17,6;37,66;15,44
Ov11.3;Ovidio;2011;Año1;Ov11;3;3,46;6,7;0;0,26;14,15;11,54;3,3;0,15;0,15;27,33;1,64;293,33;77,43;35,11;0,05;4,39;15,14;3,5;76,93;76,93;0,42;7,04;0,04;0,15;0,33;230,8;2,63;22;22;0,12;2,01;0,01;0,04;0,09;66;0,75;1;0,01;0,09;0;0;0;3;0,03;16,66;0,09;0,35;0,78;546,6;6,23;0,01;0,02;0,05;32,8;0,37;3,79;8,35;5866,6;66,82;2,21;1548,6;17,64;702,2;8;0,01;76,22;21,8;0,99;0,99;98,93;27,3;1,73;39,4;5,96;2,52;1,89;337,78;73,95;15,08;8,4;13,27;93,52;15,78;0,69;4,58;10,83;14,44;0,08;0,37;1,81;3,25;2,06;0,29;0,04;0,29;0,69;0,92;0,01;0,02;0,11;0,21;0,13;0,02;6,61;15,63;20,85;0,12;0,53;2,61;4,69;2,97;0,42;2,37;3,15;0,02;0,08;0,4;0,71;0,45;0,06;1,33;0,01;0,03;0,17;0,3;0,19;0,03;0,01;0,03;0,13;0,23;0,14;0,02;4,57;22,4;40,21;25,45;3,61;4,9;8,8;5,57;0,79;1,8;1,14;0,16;0,63;0,09;0,14;14;8,4;9,4;14,8;21,6;34,7;1,25;18,6;20,5;37,66;15,44
Ov11.4;Ovidio;2011;Año1;Ov11;4;2,8;6,5;0;0,4;12,08;9,68;2,56;0,14;0,1;41,54;1,76;344,6;73,82;43,89;0,08;5,29;12,48;3,78;69,14;96,8;0,23;5,5;0,03;0,13;0,22;121;1,83;18,29;25,6;0,06;1,45;0,01;0,03;0,06;32;0,48;1,4;0;0,08;0;0;0;1,75;0,03;23,6;0,12;0,56;0,95;519,25;7,85;0,01;0,02;0,04;22;0,33;4,67;7,85;4307,5;65,14;1,68;922,75;13,95;548,63;8,3;0,02;77,56;20,51;1,12;0,8;87,43;26,8;1,77;39,77;6,36;2,86;1,96;477,67;77,45;14,86;8,95;15,37;93,91;15,14;0,67;4,21;9,37;13,67;0,06;0,35;1,8;2,99;1,74;0,29;0,04;0,28;0,62;0,9;0;0,02;0,12;0,2;0,12;0,02;6,25;13,91;20,29;0,08;0,51;2,68;4,44;2,59;0,42;2,22;3,24;0,01;0,08;0,43;0,71;0,41;0,07;1,46;0,01;0,04;0,19;0,32;0,19;0,03;0;0,03;0,13;0,22;0,13;0,02;6,17;32,14;53,37;31,08;5,09;5,21;8,65;5,04;0,82;1,66;0,97;0,16;0,58;0,1;0,16;14;9,4;10,4;78,8;22,5;34,7;1,25;15;13,1;37,66;15,44
Ov11.5;Ovidio;2011;Año1;Ov11;5;3,14;6,85;0;0,16;11,73;12,64;3,6;0,15;0,15;25,13;1,55;349,16;98,35;32,5;0,02;4,28;16,54;3,51;84,27;84,27;0,5;8,15;0,04;0,13;0,39;632;2,95;24;24;0,14;2,32;0,01;0,04;0,11;180;0,84;1;0,01;0,1;0;0;0;7,5;0,04;16,21;0,07;0,26;0,77;1256,5;5,87;0;0,02;0,05;77,5;0,36;3,55;10,74;17458;81,58;3,03;4917,5;22,98;1625;7,59;0;76,42;21,77;0,91;0,91;108,27;26,4;1,75;37,26;6,8;2,82;1,91;476,54;77,21;13,68;8,38;15,57;76,08;15,09;0,71;3,88;9,36;13,82;0,06;0,34;1,93;3,15;1,7;0,35;0,05;0,26;0,62;0,92;0;0,02;0,13;0,21;0,11;0,02;5,48;13,21;19,51;0,08;0,48;2,72;4,45;2,39;0,49;2,41;3,56;0,01;0,09;0,5;0,81;0,44;0,09;1,48;0,01;0,04;0,21;0,34;0,18;0,04;0;0,02;0,14;0,23;0,12;0,03;6,17;34,83;56,87;30,61;6,26;5,64;9,21;4,96;1,01;1,63;0,88;0,18;0,54;0,11;0,2;15;9,2;10,2;0;23,1;34,6;1,25;16,6;15,9;37,66;15,44
